Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,TB Base Volume,TB Quote Volume
2021-02-09,46374.86,48142.19,44961.09,46420.42,115499.861712,2021-02-09 23:59:59.999000064,5386255398.017187,3119034,57429.564347,2679451036.4918036
2021-02-10,46420.42,47310.0,43727.0,44807.58,97154.1822,2021-02-10 23:59:59.999000064,4431650130.251104,2891592,47971.985731,2190231238.817587
2021-02-11,44807.58,48678.9,43994.02,47969.51,89561.081454,2021-02-11 23:59:59.999000064,4185630934.4108953,2570949,46138.33674,2158335922.6923237
2021-02-12,47968.66,48985.8,46125.0,47287.6,85870.035697,2021-02-12 23:59:59.999000064,4080571908.9676614,2418841,41841.039135,1990472918.9285848
2021-02-13,47298.15,48150.0,46202.53,47153.69,63768.097399,2021-02-13 23:59:59.999000064,3007710147.41816,2058823,30996.309859,1462495399.9928117
2021-02-14,47156.78,49707.43,47014.17,48577.79,73735.475533,2021-02-14 23:59:59.999000064,3584808348.834733,2090070,38752.156681,1884009921.0628607
2021-02-15,48580.47,49010.92,45570.79,47911.1,79398.156784,2021-02-15 23:59:59.999000064,3782219060.6647215,2313155,38176.364661,1819251655.7814271
2021-02-16,47911.1,50689.18,47003.62,49133.45,88813.266298,2021-02-16 23:59:59.999000064,4349983777.692368,2199849,45608.603838,2236524604.988356
2021-02-17,49133.45,52618.74,48947.0,52119.71,85743.637818,2021-02-17 23:59:59.999000064,4365831514.815297,2514374,45055.446241,2294099235.2800226
2021-02-18,52117.67,52530.0,50901.9,51552.6,60758.046954,2021-02-18 23:59:59.999000064,3149973077.4874654,1891592,28893.358623,1498231635.8439088
2021-02-19,51552.61,56368.0,50710.2,55906.0,79659.77802,2021-02-19 23:59:59.999000064,4251167827.6842465,2339215,40556.020246,2164871310.2239413
2021-02-20,55906.0,57700.46,53863.93,55841.19,80948.205314,2021-02-20 23:59:59.999000064,4551890859.8512745,2642846,38636.066274,2172833878.4409647
2021-02-21,55841.19,58352.8,55477.59,57408.57,58166.708511,2021-02-21 23:59:59.999000064,3317998263.347889,1950533,29506.089085,1683107088.1573696
2021-02-22,57412.35,57508.47,47622.0,54087.67,134019.434944,2021-02-22 23:59:59.999000064,7213386720.436797,3313083,63677.661979,3427217154.5209727
2021-02-23,54087.67,54183.59,44892.56,48891.0,169375.025051,2021-02-23 23:59:59.999000064,8215839131.243385,3825196,82464.142992,4002195292.097356
2021-02-24,48891.0,51374.99,46988.69,49676.2,91881.209252,2021-02-24 23:59:59.999000064,4574033001.379536,2194532,45750.714831,2278566606.1383467
2021-02-25,49676.21,52041.73,46674.34,47073.73,83310.673121,2021-02-25 23:59:59.999000064,4152188728.1416154,2305679,40610.664759,2026068517.6463616
2021-02-26,47073.73,48424.11,44106.78,46276.87,109423.200663,2021-02-26 23:59:59.999000064,5086374532.734615,2371766,53626.904622,2494190193.2522826
2021-02-27,46276.88,48394.0,45000.0,46106.43,66060.834292,2021-02-27 23:59:59.999000064,3105897438.550972,1757720,31987.019647,1505012110.949598
2021-02-28,46103.67,46638.46,43000.0,45135.66,83055.369042,2021-02-28 23:59:59.999000064,3708359965.454581,1838345,40688.17185,1817797446.6023808
2021-03-01,45134.11,49790.0,44950.53,49587.03,85086.111648,2021-03-01 23:59:59.999000064,4057515794.865728,2147223,42616.994361,2032566685.6143072
2021-03-02,49595.76,50200.0,47047.6,48440.65,64221.06214,2021-03-02 23:59:59.999000064,3120472069.909453,1855583,31377.038077,1525145370.1435204
2021-03-03,48436.61,52640.0,48100.71,50349.37,81035.913705,2021-03-03 23:59:59.999000064,4109521257.5407,2242131,40955.368399,2077586898.6782105
2021-03-04,50349.37,51773.88,47500.0,48374.09,82649.716829,2021-03-04 23:59:59.999000064,4079837240.8567615,2291936,40269.977888,1987955554.8048143
2021-03-05,48374.09,49448.93,46300.0,48751.71,78192.496372,2021-03-05 23:59:59.999000064,3727133104.8373103,2054216,38318.310377,1827025012.217549
2021-03-06,48746.81,49200.0,47070.0,48882.2,44399.234242,2021-03-06 23:59:59.999000064,2143910705.2915032,1476474,21500.615617,1038365872.9799548
2021-03-07,48882.2,51450.03,48882.2,50971.75,55235.028032,2021-03-07 23:59:59.999000064,2778875909.4491262,1758101,27885.596964,1402782879.7211533
2021-03-08,50959.11,52402.78,49274.67,52375.17,66987.359664,2021-03-08 23:59:59.999000064,3400847931.036074,1999401,33595.42957,1706117798.1054993
2021-03-09,52375.18,54895.0,51789.41,54884.5,71656.737076,2021-03-09 23:59:59.999000064,3861450964.654904,2194398,35011.541086,1886844773.6846297
2021-03-10,54874.67,57387.69,53005.0,55851.59,84749.238943,2021-03-10 23:59:59.999000064,4700197563.359213,2647284,42651.887405,2366856292.8667717
2021-03-11,55851.59,58150.0,54272.82,57773.16,81914.812859,2021-03-11 23:59:59.999000064,4612366201.00222,2509970,40603.449668,2288704819.0951066
2021-03-12,57773.15,58081.51,54962.84,57221.72,73405.406047,2021-03-12 23:59:59.999000064,4162054726.378839,2489931,35802.941462,2030616300.4734316
2021-03-13,57221.72,61844.0,56078.23,61188.39,83245.091346,2021-03-13 23:59:59.999000064,4933383453.245977,2559002,44387.231918,2631390814.772793
2021-03-14,61188.38,61724.79,58966.78,58968.31,52601.05275,2021-03-14 23:59:59.999000064,3176397573.8846426,1829769,25325.26705,1530051005.3980403
2021-03-15,58976.08,60633.43,54600.0,55605.2,102771.427298,2021-03-15 23:59:59.999000064,5874241052.093372,2683815,49825.438347,2848907086.6343694
2021-03-16,55605.2,56938.29,53271.34,56900.75,77986.694355,2021-03-16 23:59:59.999000064,4304259207.6451,2241208,37825.501493,2088111362.5512383
2021-03-17,56900.74,58974.73,54123.69,58912.97,70421.620841,2021-03-17 23:59:59.999000064,3960992972.154292,2204296,34778.745775,1957825522.6803288
2021-03-18,58912.97,60129.97,57023.0,57648.16,66580.406675,2021-03-18 23:59:59.999000064,3900885761.2128057,2040947,32287.379911,1892327691.3666964
2021-03-19,57641.0,59468.0,56270.74,58030.01,52392.652961,2021-03-19 23:59:59.999000064,3052711147.9349246,1885830,25552.511223,1489274083.2643423
2021-03-20,58030.01,59880.0,57820.17,58102.28,44476.941776,2021-03-20 23:59:59.999000064,2616535093.051585,1724131,22212.446723,1307023993.1234434
2021-03-21,58100.02,58589.1,55450.11,57351.56,48564.470274,2021-03-21 23:59:59.999000064,2774223129.62381,1773546,23648.941676,1350989191.2768383
2021-03-22,57351.56,58430.73,53650.0,54083.25,62581.626169,2021-03-22 23:59:59.999000064,3527479514.3256526,1927345,30749.059028,1733579080.5690005
2021-03-23,54083.25,55830.9,53000.0,54340.89,59789.365427,2021-03-23 23:59:59.999000064,3264650774.817461,1740349,29563.40974,1614722150.8192565
2021-03-24,54342.8,57200.0,51700.0,52303.65,83537.465021,2021-03-24 23:59:59.999000064,4583159614.046461,2401988,39323.130067,2161386678.806821
2021-03-25,52303.66,53287.0,50427.56,51293.78,87400.534538,2021-03-25 23:59:59.999000064,4536327184.957861,2099425,42947.397733,2229351569.5870266
2021-03-26,51293.78,55073.46,51214.6,55025.59,63813.774692,2021-03-26 23:59:59.999000064,3397036140.751637,1773150,31822.545238,1694326043.3371155
2021-03-27,55025.59,56700.36,53950.0,55817.14,50105.475055,2021-03-27 23:59:59.999000064,2767070175.861931,1528776,24739.948471,1365965317.2505236
2021-03-28,55817.14,56559.75,54691.84,55777.63,39050.387511,2021-03-28 23:59:59.999000064,2178777329.4452167,1551283,19262.725935,1074959545.9590087
2021-03-29,55777.65,58405.82,54800.01,57635.47,67857.937398,2021-03-29 23:59:59.999000064,3877131109.7346454,1983437,34373.804556,1963800173.65606
2021-03-30,57635.46,59368.0,57071.35,58746.57,55122.443122,2021-03-30 23:59:59.999000064,3221944107.4550304,1612744,27541.52668,1610812657.929902
2021-03-31,58746.57,59800.0,56769.0,58740.55,60975.542666,2021-03-31 23:59:59.999000064,3575976083.804576,1928224,31074.813187,1823822792.91045
2021-04-01,58739.46,59490.0,57935.45,58720.44,47415.61722,2021-04-01 23:59:59.999000064,2789238879.943373,1594431,22966.256736,1351151697.892222
2021-04-02,58720.45,60200.0,58428.57,58950.01,47382.418781,2021-04-02 23:59:59.999000064,2811159761.2684674,1666356,23695.695154,1406393729.8307693
2021-04-03,58950.01,59791.72,56880.0,57051.94,47409.852113,2021-04-03 23:59:59.999000064,2783151686.164537,1606805,23057.967017,1353960264.6219625
2021-04-04,57051.95,58492.85,56388.0,58202.01,41314.081973,2021-04-04 23:59:59.999000064,2380139010.7302322,1499113,20609.134161,1187123542.5798833
2021-04-05,58202.01,59272.0,56777.77,59129.99,54258.01579,2021-04-05 23:59:59.999000064,3155214764.164485,2035877,27269.49269,1586344787.5541687
2021-04-06,59129.99,59495.24,57413.02,57991.15,54201.000727,2021-04-06 23:59:59.999000064,3166911557.1481576,1960513,26699.197872,1560539125.7780592
2021-04-07,57990.03,58655.0,55473.0,55953.45,71228.405659,2021-04-07 23:59:59.999000064,4053294016.484514,2206433,34737.582155,1977438033.9286296
2021-04-08,55953.44,58153.31,55700.0,58077.52,44283.147019,2021-04-08 23:59:59.999000064,2531779682.552427,1661080,22161.69051,1267126859.4438903
2021-04-09,58077.52,58894.9,57654.0,58142.54,40831.884911,2021-04-09 23:59:59.999000064,2378340697.289584,1615962,20354.234456,1185679367.9100363
2021-04-10,58142.55,61500.0,57900.01,59769.13,69906.424117,2021-04-10 23:59:59.999000064,4197138552.4690337,2470398,36018.637566,2162858397.75344
2021-04-11,59769.13,60699.0,59232.52,60002.43,41156.715391,2021-04-11 23:59:59.999000064,2462032926.617981,1746102,20798.058779,1244349091.4434772
2021-04-12,59998.8,61300.0,59350.59,59860.0,56375.037117,2021-04-12 23:59:59.999000064,3393042867.8714666,1806298,27645.201153,1664588823.4110289
2021-04-13,59860.01,63777.77,59805.15,63575.0,82848.688746,2021-04-13 23:59:59.999000064,5154877375.389618,2703735,41662.533028,2592724448.3698506
2021-04-14,63575.01,64854.0,61301.0,62959.53,82616.343993,2021-04-14 23:59:59.999000064,5239081228.156977,2645625,40070.377527,2542171083.4126883
2021-04-15,62959.53,63800.0,62020.0,63159.98,51649.70034,2021-04-15 23:59:59.999000064,3248931738.293182,1938028,25628.168379,1612303095.2882545
2021-04-16,63158.74,63520.61,60000.0,61334.8,91764.139884,2021-04-16 23:59:59.999000064,5647292669.615493,2639940,43570.023147,2680750914.504573
2021-04-17,61334.81,62506.05,59580.91,60006.66,58912.256128,2021-04-17 23:59:59.999000064,3605701810.6750474,2268816,28386.274106,1737722135.3795059
2021-04-18,60006.67,60499.0,50931.3,56150.01,124882.131824,2021-04-18 23:59:59.999000064,6949379727.429153,3444089,59404.616809,3303953081.0962186
2021-04-19,56150.01,57526.81,54221.58,55633.14,78229.042267,2021-04-19 23:59:59.999000064,4398619580.647143,2390527,38362.384979,2156617047.238732
2021-04-20,55633.14,57076.24,53329.96,56425.0,72744.482151,2021-04-20 23:59:59.999000064,4037701391.6195264,2148820,35519.589727,1971916967.5849755
2021-04-21,56425.0,56757.91,53536.02,53787.63,66984.756909,2021-04-21 23:59:59.999000064,3704549578.6973033,2134946,32188.929493,1780065583.272094
2021-04-22,53787.62,55521.48,50500.0,51690.96,104656.631337,2021-04-22 23:59:59.999000064,5594983857.318092,2744621,50550.77147,2703745286.3887057
2021-04-23,51690.95,52131.85,47500.0,51125.14,132230.780719,2021-04-23 23:59:59.999000064,6571097317.467918,2888237,63769.621253,3170392794.0548844
2021-04-24,51110.56,51166.22,48657.14,50047.84,55361.512573,2021-04-24 23:59:59.999000064,2762081002.878663,1164985,26782.233007,1336607709.8567977
2021-04-25,50047.84,50567.91,46930.0,49066.77,58255.645004,2021-04-25 23:59:59.999000064,2867858315.1873198,1475479,27767.331394,1367920871.5281663
2021-04-26,49066.76,54356.62,48753.44,54001.39,86310.802124,2021-04-26 23:59:59.999000064,4555688503.3973875,2174544,43183.936749,2277375506.8553133
2021-04-27,54001.38,55460.0,53222.0,55011.97,54064.034675,2021-04-27 23:59:59.999000064,2949719328.3669896,1568666,25631.074629,1398731801.176336
2021-04-28,55011.97,56428.0,53813.16,54846.22,55130.459015,2021-04-28 23:59:59.999000064,3020242787.5066776,1830042,26762.033422,1466278915.015322
2021-04-29,54846.23,55195.84,52330.94,53555.0,52486.019455,2021-04-29 23:59:59.999000064,2823220335.476041,1763676,25339.743902,1362821167.9325397
2021-04-30,53555.0,57963.0,53013.01,57694.27,68578.910045,2021-04-30 23:59:59.999000064,3808187372.73938,2267648,35634.129087,1978866536.224178
2021-05-01,57697.25,58458.07,56956.14,57800.37,42600.351836,2021-05-01 23:59:59.999000064,2460342954.8425207,1743013,20574.810226,1188354972.0137234
2021-05-02,57797.35,57911.02,56035.25,56578.21,36812.878863,2021-05-02 23:59:59.999000064,2089763230.4396267,1371638,18172.891836,1031569632.439158
2021-05-03,56578.21,58981.44,56435.0,57169.39,57649.931286,2021-05-03 23:59:59.999000064,3337604542.627381,2102128,28536.055533,1652286174.1582646
2021-05-04,57169.39,57200.0,53046.69,53200.01,85324.625903,2021-05-04 23:59:59.999000064,4705402064.300975,2492629,41029.688246,2262794503.8147497
2021-05-05,53205.05,58069.82,52900.0,57436.11,77263.923439,2021-05-05 23:59:59.999000064,4327994296.151437,2378119,38729.475016,2170539511.777277
2021-05-06,57436.11,58360.0,55200.0,56393.68,70181.671908,2021-05-06 23:59:59.999000064,3992289527.7370977,2459881,34248.899643,1949210281.6920164
2021-05-07,56393.68,58650.0,55241.63,57314.75,74542.747829,2021-05-07 23:59:59.999000064,4239374487.474772,2361692,36877.602566,2097609397.2297568
2021-05-08,57315.49,59500.0,56900.0,58862.05,69709.906028,2021-05-08 23:59:59.999000064,4079553831.988064,2311378,34329.699156,2009442622.5889049
2021-05-09,58866.53,59300.0,56235.66,58240.84,69806.11991,2021-05-09 23:59:59.999000064,4043552701.5065994,2170139,34301.050457,1987959541.9401815
2021-05-10,58240.83,59500.0,53400.0,55816.14,89586.34925,2021-05-10 23:59:59.999000064,5131782639.966137,2575419,43057.977029,2468201497.967572
2021-05-11,55816.14,56862.43,54370.0,56670.02,64329.54055,2021-05-11 23:59:59.999000064,3583030654.763019,1911480,30880.828339,1720075588.2236335
2021-05-12,56670.02,58000.01,48600.0,49631.32,99842.789836,2021-05-12 23:59:59.999000064,5476115093.110468,2676826,48299.826001,2654897646.092577
2021-05-13,49537.15,51367.19,46000.0,49670.97,147332.002121,2021-05-13 23:59:59.999000064,7303694688.601401,3570506,71742.003359,3558735468.0045958
2021-05-14,49671.92,51483.0,48799.75,49841.45,80082.204306,2021-05-14 23:59:59.999000064,4015904915.4079113,2095860,37184.128863,1864162620.5027144
2021-05-15,49844.16,50700.0,46555.0,46762.99,89437.449359,2021-05-15 23:59:59.999000064,4350775846.517358,2286791,42257.918463,2056302844.8610208
2021-05-16,46762.99,49795.89,43825.39,46431.5,114269.812775,2021-05-16 23:59:59.999000064,5367497608.115901,2661295,53797.590877,2528671396.10802
2021-05-17,46426.83,46686.0,42001.0,43538.04,166657.172736,2021-05-17 23:59:59.999000064,7346755531.933858,3216821,80610.146581,3555755756.3229213
2021-05-18,43538.02,45799.29,42250.02,42849.78,116979.860784,2021-05-18 23:59:59.999000064,5146670282.547901,2561165,55703.00041,2450848779.21598
2021-05-19,42849.78,43584.9,30000.0,36690.09,354347.243161,2021-05-19 23:59:59.999000064,13477694934.871796,6331062,168271.347308,6410032516.523526
2021-05-20,36671.23,42451.67,34850.0,40526.64,203017.596923,2021-05-20 23:59:59.999000064,8019897067.176221,4269898,100167.126413,3959645913.2324944
2021-05-21,40525.39,42200.0,33488.0,37252.01,202100.888258,2021-05-21 23:59:59.999000064,7713346610.274128,3993336,94002.431409,3591749386.7876506
2021-05-22,37263.35,38829.0,35200.62,37449.73,126542.243689,2021-05-22 23:59:59.999000064,4730567647.6744,2716691,63310.452012,2367081500.5300574
2021-05-23,37458.51,38270.64,31111.01,34655.25,217136.046593,2021-05-23 23:59:59.999000064,7431242463.203841,4082004,104637.659409,3584259319.7463818
2021-05-24,34681.44,39920.0,34031.0,38796.29,161630.893971,2021-05-24 23:59:59.999000064,5996773032.151345,3510578,81584.825314,3031032098.518881
2021-05-25,38810.99,39791.77,36419.62,38324.72,111996.228404,2021-05-25 23:59:59.999000064,4253519579.378729,2508310,54153.536814,2057463609.9509113
2021-05-26,38324.72,40841.0,37800.44,39241.91,104780.773396,2021-05-26 23:59:59.999000064,4113717505.2635546,2432319,50485.076994,1983423341.5599248
2021-05-27,39241.92,40411.14,37134.27,38529.98,86547.158794,2021-05-27 23:59:59.999000064,3361413526.0535436,2102182,42256.012801,1641681553.5291371
2021-05-28,38529.99,38877.83,34684.0,35663.49,135377.62972,2021-05-28 23:59:59.999000064,4926260941.933613,2659178,64327.281853,2341060689.073459
2021-05-29,35661.79,37338.58,33632.76,34605.15,112663.092689,2021-05-29 23:59:59.999000064,3949843335.322595,2169643,54284.199652,1904345668.779006
2021-05-30,34605.15,36488.0,33379.0,35641.27,73535.386967,2021-05-30 23:59:59.999000064,2601994948.148242,1559892,37406.813903,1324617922.554574
2021-05-31,35641.26,37499.0,34153.84,37253.81,94160.735289,2021-05-31 23:59:59.999000064,3406047734.8311286,1896359,46337.932504,1677796724.0573614
2021-06-01,37253.82,37894.81,35666.0,36693.09,81234.66377,2021-06-01 23:59:59.999000064,2973928300.375587,1760417,40291.834851,1475008291.233647
2021-06-02,36694.85,38225.0,35920.0,37568.68,67587.372495,2021-06-02 23:59:59.999000064,2523462575.6884375,1530915,34328.496287,1281854474.912083
2021-06-03,37568.68,39476.0,37170.0,39246.79,75889.106011,2021-06-03 23:59:59.999000064,2930945325.709207,1949658,38664.297849,1493504667.6138017
2021-06-04,39246.78,39289.07,35555.15,36829.0,91317.799245,2021-06-04 23:59:59.999000064,3379399754.9305224,1926311,43105.97173,1595098152.9668267
2021-06-05,36829.15,37925.0,34800.0,35513.2,70459.62149,2021-06-05 23:59:59.999000064,2560547116.8364058,1463754,34397.77436,1249708171.2723916
2021-06-06,35516.07,36480.0,35222.0,35796.31,47650.206637,2021-06-06 23:59:59.999000064,1711857075.0471697,993430,23661.260636,850204250.7625555
2021-06-07,35796.31,36900.0,33300.0,33552.79,77574.952573,2021-06-07 23:59:59.999000064,2755673601.7139134,1532260,36431.560586,1295757611.708646
2021-06-08,33556.96,34068.01,31000.0,33380.81,123251.189037,2021-06-08 23:59:59.999000064,4030784324.609684,2074885,60095.990201,1966354847.5691984
2021-06-09,33380.8,37534.79,32396.82,37388.05,136607.597517,2021-06-09 23:59:59.999000064,4794741674.438823,2601479,68790.289265,2415789675.0859303
2021-06-10,37388.05,38491.0,35782.0,36675.72,109527.284943,2021-06-10 23:59:59.999000064,4062957162.3643,2231430,53639.424022,1990486079.2177143
2021-06-11,36677.83,37680.4,35936.77,37331.98,78466.0053,2021-06-11 23:59:59.999000064,2903043643.310072,1727645,39406.719224,1458619433.2768435
